R	53.4169	-6.1512	D825	08 Feb 2024	D825\n19:23 - Dublin Pearse to Drogheda (6 mins late)\nDeparted Portmarnock next stop Malahide	Northbound
R	53.4175	-6.46483	P772	08 Feb 2024	P772\n19:46 - M3 Parkway to Dublin Connolly (1 mins late)\nDeparted Dunboyne next stop Hansfield	Southbound
R	53.523	-7.34608	D929	08 Feb 2024	D929\n18:16 - Dublin Connolly to Longford (2 mins late)\nDeparted Mullingar next stop Edgeworthstown	Northbound
R	53.712	-6.33538	A134	08 Feb 2024	A134\n19:00 - Dublin Connolly to Belfast (7 mins late)\nDeparted Drogheda next stop Dundalk	Northbound
R	53.9676	-8.30438	A912	08 Feb 2024	A912\n17:10 - Dublin Connolly to Sligo (0 mins late)\nDeparted Boyle next stop Ballymote	Northbound
R	53.9676	-8.30438	A915	08 Feb 2024	A915\n19:05 - Sligo to Dublin Connolly (3 mins late)\nDeparted Boyle next stop Carrick on Shannon	Southbound
R	54.0007	-6.41291	A133	08 Feb 2024	A133\n18:05 - Belfast to Dublin Connolly (9 mins late)\nDeparted Dundalk next stop Drogheda	Southbound
T	53.0371	-7.30086	D220	08 Feb 2024	D220\n18:25 - Dublin Heuston to Portlaoise(10 mins late)\nTERMINATED Portlaoise at 19:48	To Portlaoise
T	53.3531	-6.24591	P771	08 Feb 2024	P771\n19:15 - M3 Parkway to Dublin Connolly(-3 mins late)\nTERMINATED Dublin Connolly at 19:47	Southbound
T	53.378	-6.58993	D932	08 Feb 2024	D932\n19:00 - Dublin Pearse to Maynooth(-1 mins late)\nTERMINATED Maynooth at 19:49	Northbound
T	53.4273	-7.93683	A721	08 Feb 2024	A721\n18:10 - Galway to Athlone(7 mins late)\nTERMINATED Athlone at 19:46	To Athlone
T	53.712	-6.33538	D824	08 Feb 2024	D824\n18:50 - Dublin Connolly to Drogheda(1 mins late)\nTERMINATED Drogheda at 19:49	Northbound
